raw_text,aspectTerm,predicted_sentiment,inference_time
"This the best restaurant of Bangladesh as per my experience. Whenever I get the scope, always try to visit Seasonal Taste. Weekly theme food menus are excellent. Salads are really fresh. Soups they serve - I understand the best in the city. Atmosphere is very...More","food menus, Salads, Soups, Atmosphere","positive, positive, positive, positive",0.9973821640014648
"Though a bit costly ,it is the best place to have dinner in dhaka. Lobby is excellent,decor is world class.the food is one of the best that I have had all around the world","Lobby, decor, food","positive, positive, positive",0.7497222423553467
"The service here was sooooo SLOW!!! It literally look about 1 hour and a half for our main course! The food was alright, but nothing amazing. The only positive is that the restaurant has a nice view of Dhaka city.","service, main course, food, view","negative, negative, neutral, positive",0.8598592281341553
This is my favourite place for lunch. The buffet has an excellent spread. Most of all it has the most wonderful selection of desserts. Every penny spent is worth it.,"buffet, desserts, lunch, spread","positive, positive, positive, positive",0.9760279655456543
"Located in the heart of the city's most busy Gulshan-Banani area Westin Dhaka presents this great restaurant with a diversified collection of food. You can have the taste of continental food, Japanese cuisine and many other. But I like the desert part most. It is...More","food, desert","positive, positive",0.48876309394836426
The dessert over there is really good. Liked the seafood really good too. I want to visit this place really soon.,"dessert, seafood","positive, positive",0.4859580993652344
"We had a meeting with Meghna oil high officials on certain issues in this seasonal taste restaurant in the Westin hotel.We took the buffet instead of a la carte.It was great buffet menu.Lot of items were on the table but we took of our choice,most...More","buffet menu, items","positive, positive",0.4882962703704834
"considering one is in Dhaka, this is an excellent lunch buffett. Also near Gulshaj 2 market for handcrafts, ""antiques"" and general tourist crap.",lunch buffett,positive,0.24506211280822754
Everything at the Westin is so overpriced. I think I pay less at home for a beer than at the Westin. Total price gouging.,"beer, price","neutral, negative",0.43787407875061035
The restaurant is fantastic. A lot of attention to detail with new and exciting items on the menu. The staff were very friendly. overall a very pleasant experience.,"menu, staff","positive, positive",0.4976987838745117
"food are tasty, delicious. everyone will get his type. service is excellent. atmosphere is good. It is a little bit far away from central dhaka city.","food, service, atmosphere","positive, positive, positive",0.7524402141571045
"I would like to recommend this restaurant for its good food and how their staff treat their guests. Every morning my day brightens because of this one staff his name is Mizan. He keeps on smiling at me, greets me as I arrive and automatically...More","staff, food, staff","positive, positive, positive",0.7558960914611816
"I have to recommend this restaurant simply because of its staff there. Every time I visited Dhaka, I stayed in Westin, and the breakfast there made my day every morning. There is one waiter there, called Mizan, is real nice and helpful. He always puts...More","staff, breakfast, waiter","positive, positive, positive",0.7465076446533203
"For a good few days my mornings were greeted by the scrumptious breakfast at Westin's Taste and hospitality of its amicable staff. Especially the warmth, attention and care with which Mr. Mizan served me every day made me feel largely comfortable and right at home....More","breakfast, staff, Mr. Mizan","positive, positive, positive",0.7441027164459229
Had a few visits to this exquisite culinary joint. You may start with Sushi...the salad bar is tasty...main dishes may lack variety...dessert is great! Though costly yet tastes the best amongst the 5 stars in Dhaka!,"Sushi, salad bar, main dishes, dessert","positive, positive, negative, positive",0.9327795505523682
"A fine selection of healthy options. Sit in Mr. Mizan's section at breakfast to get your day off to a good start, he makes every effort to make you feel that you are a very special guest.","breakfast, section","positive, positive",0.4938030242919922
"The buffet breakfast here is amazing and also the dinner buffet, lots to choose from and faultless service. In particular a special mention to Mizan who is very attentive, polite and friendly and provides an outstanding level of service. Many thanks to all the staff,...More","buffet breakfast, dinner buffet, service, staff","positive, positive, positive, positive",0.9931011199951172
The Seasonal Tastes at the Westin Dhaka can boast of not only an exceptional array of local and international dishes but also of excellent service. I especially want to commend Mr. Mizan for his truly genuine service attitude. He is always helpful and willing to...More,"array of local and international dishes, service, service attitude","positive, positive, positive",0.7479043006896973
